no,uparm_1,uparm_2,uparm_3,uparm_4,uparm_5,cenarm,lowarm_1,lowarm_2,lowarm_3,lowarm_4,lowarm_5,lenuparm,lenlowarm,upleg_1,upleg_2,upleg_3,upleg_4,upleg_5,cenleg,lowleg_1,lowleg_2,lowleg_3,lowleg_4,lowleg_5,lenupleg,lenlowleg,bodyup,bodymid,bodylow,lenbody
W0001,34,32,29,25,24,23,23.5,23,21,18.5,17,26,22,48.5,45,41,37,35,33,30.5,34,35,30,26,28.5,32,90,91,94,33
