Rshoulder_x,Rshoulder_y,Rshoulder_z,Lshoulder_x,Lshoulder_y,Lshoulder_z,Relbow_x,Relbow_y,Relbow_z,Lelbow_x,Lelbow_y,Lelbow_z,Rhip_x,Rhip_y,Rhip_z,Lhip_x,Lhip_y,Lhip_z,Rknee_x,Rknee_y,Rknee_z,Lknee_x,Lknee_y,Lknee_z,Rtoes_x,Rtoes_y,Rtoes_z,Ltoes_x,Ltoes_y,Ltoes_z,Rankle_x,Rankle_y,Rankle_z,Lankle_x,Lankle_y,Lankle_z,LelbowWea_x,LelbowWea_y,LelbowWea_z,Rpelviswea_x,Rpelviswea_y,Rpelviswea_z,Lpelviswea_x,Lpelviswea_y,Lpelviswea_z,Rkneewea_x,Rkneewea_y,Rkneewea_z,Lkneewea_x,Lkneewea_y,Lkneewea_z
350,10,270,9.96,9.92,89.11,-0.01,90,269.99,334.99,89.99,90,3.22,270.13,270.01,3.22,270.13,272.34,349.52,89.73,269.99,359.57,79.53,356.63,293.77,93.69,267.5,293.77,93.69,267.5,342.43,86.03,279.3,342.36,93.64,261.17,24.38,269.99,270,356.77,359.86,90.01,356.77,359.86,92.34,14.93,358.1,89.86,14.85,1.89,89.08
350,10,270,9.96,9.92,89.11,-0.01,90,269.99,334.99,89.99,90,3.22,270.13,270.01,3.22,270.13,272.34,349.52,89.73,269.99,359.57,79.53,356.63,293.77,93.69,267.5,293.77,93.69,267.5,342.43,86.03,279.3,342.36,93.64,261.17,24.38,269.99,270,356.77,359.86,90.01,356.77,359.86,92.34,14.93,358.1,89.86,14.85,1.89,89.08
349.56,9.98,270,9.96,9.92,89.11,0,90,269.99,334.99,89.99,90,3.73,270.12,270.04,4.2,270.17,272.34,348.87,89.74,269.99,359.41,77.78,356.22,293.77,93.69,267.5,293.77,93.69,267.5,342.43,86.03,279.3,342.36,93.64,261.59,24.38,269.99,270,356.26,359.87,89.99,355.64,359.82,92.35,15.56,358.08,89.81,16.47,1.89,89.06
358.24,10.12,269.99,21.29,12.15,95.03,0.24,90,269.99,334.99,89.99,90,359,270.11,270.49,26.03,271.14,272.61,335.51,89.76,270.05,357.34,60.28,352.84,301.56,92.96,268.13,293.77,93.69,267.5,342.43,86.03,279.3,342.36,93.64,266.62,24.38,269.99,270,1.67,359.82,89.51,331.25,358.71,92.67,29.38,357.4,88.51,36.42,1.65,88.82
3.86,10.09,269.99,25.58,13.59,97.64,0.23,90,269.99,334.99,89.99,90,352.45,270.11,270.46,27.34,271.21,272.65,334.04,89.75,270.05,357.85,66.58,352.34,310.2,92.52,268.49,293.77,93.69,267.5,342.43,86.03,279.3,342.36,93.64,266.61,24.38,269.99,270,9.86,359.68,89.49,331.11,358.7,92.67,29.87,357.35,88.45,30.55,1.8,88.87
4.72,10.08,269.99,27.18,14.22,98.7,0.22,90,269.99,334.99,89.99,90,351.35,270.11,270.45,27.49,271.22,272.66,333.47,89.75,270.06,358.14,69.31,352.47,313.98,92.38,268.59,293.77,93.69,267.5,342.43,86.03,279.3,342.36,93.64,266.58,24.38,269.99,270,12.71,359.64,89.48,331.1,358.7,92.67,30.04,357.33,88.43,28.4,1.84,88.89
6.88,10.05,269.99,28.31,14.71,99.47,0.18,90,269.99,334.99,89.99,90,347.93,270.11,270.43,28.17,271.26,272.68,332.89,89.75,270.06,358.41,71.54,352.72,316.96,92.29,268.65,293.77,93.69,267.5,342.43,86.03,279.3,342.36,93.64,266.54,24.38,269.99,270,14.66,359.6,89.47,331.1,358.7,92.67,30.22,357.32,88.4,27.38,1.86,88.9
7.95,10.03,269.99,29.05,15.05,99.99,0.15,90,269.99,334.99,89.99,90,346.46,270.11,270.42,28.41,271.27,272.69,332.16,89.75,270.06,358.56,72.82,352.92,317.47,92.28,268.66,293.77,93.69,267.5,342.43,86.03,279.3,342.36,93.64,266.53,24.38,269.99,270,15.02,359.6,89.47,331.11,358.7,92.67,30.35,357.3,88.39,25.92,1.88,88.92
9.86,10,269.99,29.74,15.37,100.48,0.04,90,269.99,334.99,89.99,90,343.71,270.11,270.4,28.45,271.27,272.7,329.79,89.74,270.08,358.86,75.27,353.4,321.85,92.18,268.73,293.77,93.69,267.5,342.43,86.03,279.3,342.36,93.64,266.42,24.38,269.99,270,16.6,359.57,89.46,331.13,358.7,92.67,30.47,357.29,88.37,24.94,1.9,88.93
9.95,10,270.02,30.47,15.73,101.02,359.65,90,269.99,334.99,89.99,90,343.85,270.11,270.4,28.23,271.26,272.69,322.49,89.72,270.12,359.25,78.63,354.3,323.19,92.16,268.74,293.77,93.69,267.5,342.66,86.13,279.28,342.36,93.64,266.31,24.38,269.99,270,12.06,359.65,89.5,331.14,358.7,92.67,30.59,357.28,88.35,23.99,1.91,88.93
7.87,10.08,270.16,31.16,16.09,101.54,357.62,90,269.99,334.99,89.99,90,351.53,270.11,270.41,26.23,271.16,272.64,317.01,89.69,270.15,359.52,81.04,355.11,322.37,92.17,268.73,293.77,93.69,267.5,333.41,81.71,280.77,342.36,93.64,266.25,24.38,269.99,270,4.41,359.77,89.54,331.16,358.7,92.67,30.71,357.26,88.34,23.01,1.92,88.94
5.05,10.15,270.3,31.82,16.45,102.05,355.4,90,269.99,334.99,89.99,90,357.02,270.11,270.43,25.92,271.14,272.63,314.51,89.68,270.17,359.72,83.06,355.91,321.58,92.19,268.72,293.77,93.69,267.5,328.28,78.82,282.33,342.36,93.64,266.24,24.38,269.99,270,357.01,359.89,89.56,331.18,358.7,92.67,30.84,357.25,88.32,22.12,1.93,88.95
2.72,10.2,270.4,32.47,16.82,102.57,353.7,90,269.99,334.99,89.99,90,357.77,270.11,270.43,25.66,271.13,272.62,314.14,89.68,270.17,359.84,84.26,356.46,320.69,92.21,268.71,293.77,93.69,267.5,327.88,78.58,282.48,342.36,93.64,266.23,24.38,269.99,270,350.7,359.99,89.56,331.21,358.71,92.67,30.96,357.24,88.3,21.14,1.94,88.96
2.23,10.2,270.42,33.12,17.19,103.09,352.77,90,269.99,334.99,89.99,90,358.57,270.11,270.43,25.46,271.12,272.62,313.92,89.68,270.18,359.86,84.47,356.61,319.72,92.23,268.69,293.77,93.69,267.5,327.57,78.39,282.6,342.36,93.64,266.23,24.38,269.99,270,342.93,0.12,89.53,331.24,358.71,92.67,31.09,357.22,88.28,20.1,1.95,88.97
1.92,10.21,270.43,33.78,17.6,103.64,352.53,90,269.99,334.99,89.99,90,359.3,270.11,270.43,25.24,271.11,272.61,313.75,89.68,270.18,359.72,82.48,356.14,318.62,92.26,268.68,293.77,93.69,267.5,327.35,78.25,282.69,342.36,93.64,266.22,24.38,269.99,270,342.22,0.13,89.53,331.27,358.71,92.67,31.22,357.21,88.27,19.21,1.96,88.98
1.59,10.21,270.44,34.38,17.97,104.15,352.3,90,269.99,334.99,89.99,90,0.02,270.11,270.43,25,271.09,272.6,313.57,89.68,270.18,359.59,80.81,355.79,317.48,92.29,268.65,293.77,93.69,267.5,327.18,78.14,282.75,342.36,93.64,266.21,24.38,269.99,270,341.63,0.14,89.52,331.3,358.71,92.67,31.36,357.19,88.25,18.31,1.96,88.99
1.28,10.21,270.45,34.97,18.36,104.66,352.07,90,269.99,334.99,89.99,90,0.72,270.11,270.43,24.76,271.08,272.59,313.42,89.67,270.18,359.35,77.75,355.4,316.15,92.33,268.63,293.77,93.69,267.5,327.07,78.08,282.79,342.36,93.64,266.2,24.38,269.99,270,341.08,0.15,89.52,331.34,358.71,92.67,31.5,357.17,88.22,17.24,1.97,89.01
0.96,10.22,270.46,35.56,18.76,105.18,351.85,90,269.99,334.99,89.99,90,1.46,270.11,270.43,24.5,271.07,272.59,313.23,89.67,270.18,359.17,75.23,355.41,314.7,92.38,268.59,293.77,93.69,267.5,327.02,78.05,282.81,342.36,93.64,266.2,24.38,269.99,270,340.53,0.16,89.51,331.37,358.71,92.67,31.63,357.16,88.2,16.38,1.97,89.01
0.63,10.22,270.47,36.09,19.13,105.67,351.62,90,269.99,334.99,89.99,90,2.16,270.11,270.44,24.23,271.05,272.58,313.08,89.67,270.18,359.14,74.73,355.46,313.05,92.44,268.55,293.77,93.69,267.5,327.02,78.04,282.81,342.36,93.64,266.19,24.38,269.99,270,340.02,0.17,89.51,331.41,358.72,92.67,31.77,357.14,88.18,15.56,1.98,89.02
0.3,10.22,270.48,36.6,19.5,106.14,351.38,90,269.99,334.99,89.99,90,2.89,270.11,270.44,23.96,271.04,272.57,312.95,89.67,270.18,359.07,73.14,355.72,311.4,92.5,268.51,293.77,93.69,267.5,327.06,78.07,282.8,342.36,93.64,266.19,24.38,269.99,270,339.51,0.18,89.51,331.45,358.72,92.66,31.92,357.12,88.16,14.85,1.98,89.03
359.97,10.23,270.49,37.11,19.88,106.62,351.15,90,269.99,334.99,89.99,90,3.59,270.11,270.44,23.68,271.03,272.56,312.82,89.67,270.18,359.02,71.35,356.16,309.72,92.57,268.46,293.77,93.69,267.5,327.13,78.11,282.77,342.36,93.64,266.18,24.38,269.99,270,339.02,0.19,89.5,331.49,358.72,92.66,32.06,357.1,88.14,14.14,1.98,89.04
359.63,10.23,270.5,37.6,20.26,107.1,350.9,90,269.99,334.99,89.99,90,4.47,270.11,270.44,23.38,271.01,272.55,312.7,89.67,270.19,359,70.07,356.58,308.05,92.64,268.4,293.77,93.69,267.5,327.24,78.18,282.72,342.36,93.64,266.18,24.38,269.99,270,338.54,0.19,89.5,331.52,358.72,92.66,32.21,357.08,88.12,13.49,1.98,89.05
359.28,10.23,270.51,38.07,20.64,107.57,350.66,90,269.99,334.99,89.99,90,5.27,270.11,270.44,23.07,270.99,272.55,312.58,89.67,270.19,358.99,69.43,356.79,306.48,92.72,268.34,293.77,93.69,267.5,327.37,78.26,282.67,342.36,93.64,266.18,24.38,269.99,270,338.08,0.2,89.5,331.56,358.72,92.66,32.36,357.07,88.09,12.87,1.98,89.06
358.92,10.23,270.52,38.5,20.99,108.01,350.42,90,269.99,334.99,89.99,90,6.06,270.11,270.44,22.73,270.98,272.54,312.47,89.67,270.19,358.98,69.28,356.84,305.16,92.79,268.28,293.77,93.69,267.5,327.63,78.43,282.57,342.36,93.64,266.17,24.38,269.99,270,337.46,0.22,89.49,331.6,358.73,92.66,32.52,357.05,88.07,12.32,1.98,89.06
358.59,10.23,270.53,38.88,21.31,108.41,350.2,90,269.99,334.99,89.99,90,7.25,270.11,270.45,22.39,270.96,272.53,312.37,89.67,270.19,358.98,69.21,356.87,303.96,92.86,268.23,293.77,93.69,267.5,327.81,78.54,282.5,342.36,93.64,266.17,24.38,269.99,270,336.99,0.22,89.49,331.64,358.73,92.66,32.67,357.03,88.04,11.79,1.98,89.07
358.23,10.23,270.53,39.25,21.63,108.81,349.96,90,269.99,334.99,89.99,90,8.08,270.11,270.45,22.03,270.94,272.52,312.27,89.67,270.19,358.97,69.14,356.89,302.82,92.93,268.17,293.77,93.69,267.5,328,78.65,282.43,342.36,93.64,266.17,24.38,269.99,270,336.56,0.23,89.48,331.67,358.73,92.66,32.84,357,88.01,11.31,1.98,89.08
357.85,10.24,270.54,39.59,21.95,109.19,349.73,90,269.99,334.99,89.99,90,8.85,270.11,270.45,21.66,270.92,272.5,312.19,89.67,270.19,358.97,69.08,356.91,301.86,92.99,268.11,293.77,93.69,267.5,328.19,78.77,282.36,342.36,93.64,266.17,24.38,269.99,270,336.17,0.24,89.48,331.7,358.73,92.66,33.01,356.98,87.99,10.9,1.98,89.08
357.47,10.24,270.55,39.9,22.23,109.54,349.49,90,269.99,334.99,89.99,90,9.66,270.11,270.45,21.29,270.91,272.49,312.11,89.67,270.19,358.97,69.03,356.92,300.91,93.06,268.06,293.77,93.69,267.5,328.4,78.9,282.28,342.36,93.64,266.17,24.38,269.99,270,335.79,0.25,89.48,331.73,358.73,92.66,33.18,356.96,87.96,10.57,1.98,89.09
357.1,10.24,270.56,40.18,22.5,109.86,349.26,90,269.99,334.99,89.99,90,10.43,270.11,270.45,20.91,270.89,272.48,312.03,89.67,270.19,358.96,68.99,356.94,300.14,93.12,268,293.77,93.69,267.5,328.58,79,282.22,342.36,93.64,266.17,24.38,269.99,270,335.43,0.26,89.47,331.75,358.73,92.66,33.36,356.93,87.93,10.28,1.98,89.09
356.68,10.23,270.57,40.42,22.75,110.16,349.03,90,269.99,334.99,89.99,90,11.17,270.11,270.45,20.26,270.86,272.47,311.98,89.67,270.19,358.96,68.97,356.95,299.46,93.18,267.96,293.77,93.69,267.5,328.73,79.09,282.17,342.36,93.64,266.17,24.38,269.99,270,335.1,0.26,89.47,331.77,358.74,92.66,33.53,356.91,87.9,10.06,1.98,89.1
356.29,10.23,270.57,40.63,22.96,110.42,348.79,90,269.99,334.99,89.99,90,11.87,270.11,270.46,19.87,270.84,272.46,311.92,89.67,270.19,358.96,68.95,356.95,298.86,93.23,267.92,293.77,93.69,267.5,328.89,79.19,282.11,342.36,93.64,266.17,24.38,269.99,270,334.78,0.27,89.47,331.79,358.74,92.66,33.73,356.88,87.87,9.92,1.97,89.1
355.92,10.23,270.58,40.8,23.14,110.65,348.55,90,269.99,334.99,89.99,90,12.64,270.11,270.46,19.46,270.82,272.45,311.88,89.66,270.19,358.95,68.94,356.95,298.44,93.27,267.88,293.77,93.69,267.5,329.05,79.28,282.05,342.36,93.64,266.17,24.38,269.99,270,334.46,0.28,89.46,331.81,358.74,92.66,33.92,356.86,87.83,9.85,1.97,89.1
355.56,10.23,270.59,40.94,23.3,110.85,348.3,90,269.99,334.99,89.99,90,13.38,270.11,270.46,19.05,270.8,272.44,311.85,89.66,270.19,358.95,68.93,356.96,298.19,93.29,267.87,293.77,93.69,267.5,329.23,79.39,281.99,342.36,93.64,266.17,24.38,269.99,270,333.99,0.29,89.46,331.83,358.74,92.65,34.12,356.83,87.8,9.89,1.97,89.1
355.03,10.23,270.59,41.07,23.48,111.06,348.06,90,269.99,334.99,89.99,90,14.11,270.11,270.46,18.61,270.78,272.42,311.83,89.66,270.19,358.95,68.93,356.95,298.07,93.3,267.86,293.77,93.69,267.5,329.42,79.5,281.93,342.36,93.64,266.17,24.38,269.99,270,333.71,0.29,89.45,331.87,358.74,92.65,34.31,356.8,87.77,9.99,1.97,89.1
354.62,10.22,270.6,41.09,23.54,111.14,347.84,90,269.99,334.99,89.99,90,14.82,270.11,270.46,18.18,270.76,272.41,311.81,89.66,270.19,358.95,68.94,356.95,298.1,93.29,267.86,293.77,93.69,267.5,329.61,79.61,281.87,342.36,93.64,266.17,24.38,269.99,270,333.44,0.3,89.45,331.91,358.74,92.65,34.51,356.77,87.73,10.15,1.96,89.1
354.26,10.22,270.6,41.09,23.57,111.2,347.6,90,269.99,334.99,89.99,90,15.53,270.11,270.46,17.74,270.74,272.4,311.81,89.66,270.19,358.94,68.95,356.95,298.15,93.29,267.87,293.77,93.69,267.5,329.81,79.73,281.8,342.36,93.64,266.17,24.38,269.99,270,333.19,0.3,89.45,331.95,358.74,92.65,34.86,356.73,87.67,10.36,1.96,89.1
353.87,10.22,270.61,41.06,23.59,111.23,347.36,90,269.99,334.99,89.99,90,16.19,270.11,270.46,17.28,270.72,272.39,311.82,89.66,270.19,358.94,68.97,356.94,298.18,93.28,267.87,293.77,93.69,267.5,330.02,79.85,281.74,342.36,93.64,266.17,24.38,269.99,270,332.95,0.31,89.44,331.99,358.75,92.65,35.09,356.69,87.63,10.63,1.96,89.1
353.36,10.21,270.61,41,23.59,111.24,347.13,90,269.99,334.99,89.99,90,16.84,270.11,270.47,16.81,270.7,272.38,311.84,89.66,270.19,358.94,68.99,356.93,298.14,93.29,267.87,293.77,93.69,267.5,330.23,79.97,281.67,342.36,93.64,266.17,24.38,269.99,270,332.72,0.31,89.44,332.05,358.75,92.65,35.32,356.66,87.59,10.92,1.95,89.1
353,10.2,270.62,40.92,23.56,111.23,346.9,90,269.99,334.99,89.99,90,17.49,270.11,270.47,16.34,270.67,272.37,311.87,89.66,270.19,358.93,69.01,356.93,298.06,93.29,267.86,293.77,93.69,267.5,330.44,80.09,281.61,342.36,93.64,266.17,24.38,269.99,270,332.47,0.32,89.44,332.11,358.75,92.65,35.58,356.62,87.54,11.27,1.95,89.1
352.58,10.2,270.62,40.8,23.52,111.2,346.67,90,269.99,334.99,89.99,90,18.13,270.11,270.47,15.87,270.65,272.36,311.92,89.66,270.19,358.93,69.04,356.92,297.99,93.3,267.86,293.77,93.69,267.5,330.67,80.21,281.54,342.36,93.64,266.17,24.38,269.99,270,332.2,0.33,89.43,332.17,358.76,92.65,35.85,356.58,87.49,11.65,1.94,89.1
352.23,10.19,270.62,40.66,23.46,111.15,346.36,90,269.99,334.99,89.99,90,18.76,270.11,270.47,15.4,270.63,272.35,311.97,89.67,270.19,358.93,69.07,356.91,297.91,93.3,267.85,293.77,93.69,267.5,330.88,80.33,281.48,342.36,93.64,266.17,24.38,269.99,270,331.98,0.33,89.43,332.24,358.76,92.64,36.1,356.54,87.45,12.08,1.94,89.1
351.85,10.19,270.62,40.5,23.38,111.08,346.14,90,269.99,334.99,89.99,90,19.35,270.11,270.47,14.89,270.61,272.34,312.03,89.67,270.19,358.93,69.09,356.9,297.83,93.31,267.85,293.77,93.69,267.5,331.1,80.46,281.42,342.36,93.64,266.17,24.38,269.99,270,331.79,0.34,89.43,332.32,358.76,92.64,36.39,356.5,87.39,12.52,1.93,89.09
351.47,10.18,270.62,40.32,23.29,111,345.91,90,269.99,334.99,89.99,90,19.95,270.12,270.47,14.38,270.59,272.33,312.1,89.67,270.19,358.92,69.13,356.89,297.76,93.32,267.84,293.77,93.69,267.5,331.34,80.59,281.35,342.36,93.64,266.17,24.38,269.99,270,331.6,0.34,89.43,332.41,358.77,92.64,36.66,356.45,87.34,13.01,1.93,89.09
351.09,10.17,270.62,40.04,23.14,110.86,345.68,90,269.99,334.99,89.99,90,20.58,270.12,270.47,13.87,270.56,272.32,312.2,89.67,270.19,358.92,69.16,356.88,297.68,93.32,267.83,293.77,93.69,267.5,331.58,80.72,281.29,342.36,93.64,266.17,24.38,269.99,270,331.41,0.34,89.42,332.54,358.78,92.64,36.93,356.41,87.28,13.72,1.92,89.09
350.7,10.16,270.62,39.81,23.02,110.74,345.47,90,269.99,334.99,89.99,90,21.17,270.12,270.48,13.36,270.54,272.31,312.42,89.67,270.19,358.92,69.19,356.87,297.61,93.33,267.83,293.77,93.69,267.5,331.82,80.85,281.22,342.36,93.64,266.17,24.38,269.99,270,331.23,0.35,89.42,332.64,358.78,92.63,37.21,356.36,87.23,14.31,1.91,89.08
349.95,10.15,270.61,39.56,22.88,110.61,345.25,90,269.99,334.99,89.99,90,21.69,270.12,270.48,12.84,270.52,272.3,312.71,89.67,270.19,358.92,69.21,356.86,297.53,93.33,267.82,293.77,93.69,267.5,332.07,80.99,281.15,342.36,93.64,266.17,24.38,269.99,270,331.07,0.35,89.42,332.76,358.79,92.63,37.52,356.31,87.17,14.89,1.9,89.08
349.55,10.15,270.6,39.29,22.73,110.46,344.94,90,269.99,334.99,89.99,90,22.19,270.12,270.48,12.33,270.5,272.29,312.98,89.67,270.18,358.92,69.23,356.85,297.46,93.34,267.82,293.77,93.69,267.5,332.33,81.13,281.09,342.36,93.64,266.17,24.38,269.99,270,330.83,0.36,89.41,332.88,358.79,92.63,37.92,356.24,87.09,15.48,1.9,89.08
349.18,10.14,270.59,38.99,22.57,110.3,344.59,90,269.99,334.99,89.99,90,22.87,270.12,270.48,11.81,270.48,272.28,313.28,89.67,270.18,358.91,69.25,356.85,297.36,93.35,267.81,293.77,93.69,267.5,332.59,81.26,281.02,342.36,93.64,266.17,24.38,269.99,270,330.67,0.36,89.41,333.01,358.8,92.63,38.23,356.19,87.02,16.04,1.89,89.07
348.81,10.14,270.58,38.56,22.33,110.07,344.37,90,269.99,334.99,89.99,90,23.31,270.12,270.48,11.01,270.44,272.27,313.59,89.68,270.18,358.91,69.27,356.84,297.29,93.35,267.81,293.77,93.69,267.5,332.94,81.45,280.93,342.36,93.64,266.17,24.38,269.99,270,330.53,0.37,89.41,333.14,358.81,92.62,38.67,356.11,86.93,16.61,1.88,89.07
348.46,10.14,270.57,38.21,22.13,109.87,344.17,90,269.99,334.99,89.99,90,23.73,270.12,270.48,10.46,270.42,272.26,313.95,89.68,270.18,358.91,69.27,356.84,297.22,93.36,267.8,293.77,93.69,267.5,333.21,81.59,280.87,342.36,93.64,266.17,24.38,269.99,270,330.38,0.37,89.41,333.28,358.81,92.62,38.99,356.05,86.86,17.41,1.87,89.06
348.1,10.14,270.56,37.84,21.92,109.67,343.96,90,269.99,334.99,89.99,90,24.12,270.12,270.48,9.95,270.4,272.26,314.32,89.68,270.17,358.91,69.27,356.84,297.16,93.36,267.8,293.77,93.69,267.5,333.58,81.78,280.78,342.36,93.64,266.17,24.38,269.99,270,330.24,0.37,89.4,333.5,358.82,92.61,39.31,355.99,86.79,17.96,1.86,89.06
347.74,10.14,270.54,37.45,21.71,109.45,343.76,90,269.99,334.99,89.99,90,24.49,270.12,270.48,9.42,270.37,272.25,314.74,89.68,270.17,358.91,69.27,356.84,297.1,93.37,267.79,293.77,93.69,267.5,333.84,81.92,280.72,342.36,93.64,266.17,24.38,269.99,270,330.11,0.38,89.4,333.67,358.83,92.61,39.63,355.93,86.72,18.52,1.85,89.06
347.39,10.14,270.53,37.06,21.5,109.24,343.57,90,269.99,334.99,89.99,90,24.95,270.12,270.48,8.91,270.35,272.24,315.17,89.68,270.17,358.91,69.27,356.84,297.03,93.37,267.79,293.77,93.69,267.5,334.12,82.06,280.66,342.36,93.64,266.17,24.38,269.99,270,330,0.38,89.4,333.84,358.84,92.61,39.97,355.86,86.65,19.08,1.84,89.06
347.03,10.14,270.51,36.64,21.27,109.02,343.38,90.01,269.98,334.99,89.99,90,25.27,270.12,270.48,8.38,270.33,272.24,315.66,89.69,270.16,358.91,69.26,356.84,296.97,93.38,267.78,293.77,93.69,267.5,334.4,82.21,280.59,342.36,93.64,266.17,24.38,269.99,270,329.88,0.38,89.4,334.02,358.85,92.6,40.3,355.8,86.57,19.6,1.83,89.05
346.7,10.14,270.5,36.21,21.04,108.79,343.19,90.01,269.98,334.99,89.99,90,25.59,270.12,270.49,7.84,270.31,272.23,316.17,89.69,270.16,358.91,69.26,356.84,296.88,93.39,267.78,293.77,93.69,267.5,334.67,82.34,280.53,342.36,93.64,266.17,24.38,269.99,270,329.77,0.39,89.39,334.21,358.86,92.6,40.64,355.73,86.49,20.08,1.82,89.05
346.33,10.14,270.48,35.74,20.8,108.54,343.01,90.01,269.98,334.99,89.99,90,25.9,270.12,270.49,7.3,270.29,272.23,316.68,89.69,270.15,358.91,69.26,356.84,296.82,93.39,267.77,293.77,93.69,267.5,334.95,82.49,280.47,342.36,93.64,266.17,24.38,269.99,270,329.67,0.39,89.39,334.39,358.87,92.59,40.98,355.67,86.42,20.58,1.81,89.05
345.98,10.14,270.46,35.27,20.56,108.3,342.83,90.02,269.97,334.99,89.99,90,26.18,270.12,270.49,6.58,270.26,272.22,317.26,89.69,270.15,358.91,69.26,356.84,296.76,93.4,267.77,293.77,93.69,267.5,335.39,82.71,280.38,342.36,93.64,266.17,24.38,269.99,270,329.58,0.39,89.39,334.6,358.88,92.59,41.32,355.59,86.33,21.03,1.8,89.04
345.66,10.15,270.44,34.79,20.31,108.05,342.65,90.02,269.97,334.99,89.99,90,26.46,270.12,270.49,6.05,270.24,272.21,317.83,89.7,270.15,358.91,69.26,356.84,296.7,93.4,267.76,293.77,93.69,267.5,335.67,82.85,280.33,342.36,93.64,266.17,24.38,269.99,270,329.49,0.39,89.39,334.82,358.89,92.59,41.68,355.52,86.25,21.49,1.79,89.04
345.31,10.15,270.41,34.31,20.07,107.81,342.49,90.03,269.96,334.99,89.99,90,26.89,270.12,270.49,5.5,270.21,272.21,318.43,89.7,270.14,358.91,69.26,356.84,296.64,93.41,267.76,293.77,93.69,267.5,335.94,82.98,280.27,342.36,93.64,266.17,24.38,269.99,270,329.41,0.4,89.39,335.04,358.9,92.58,42.01,355.45,86.17,21.93,1.78,89.04
344.98,10.15,270.39,33.79,19.81,107.54,342.32,90.03,269.96,334.99,89.99,90,27.13,270.12,270.49,4.94,270.19,272.21,319.09,89.7,270.14,358.91,69.26,356.84,296.59,93.41,267.75,293.77,93.69,267.5,336.21,83.12,280.22,342.36,93.64,266.17,24.38,269.99,270,329.33,0.4,89.38,335.27,358.91,92.58,42.36,355.37,86.08,22.35,1.78,89.04
344.64,10.16,270.37,33.26,19.55,107.29,342.16,90.04,269.95,334.99,89.99,90,27.37,270.12,270.49,4.4,270.17,272.2,319.72,89.71,270.13,358.91,69.26,356.84,296.53,93.42,267.75,293.78,93.69,267.5,336.48,83.25,280.17,342.36,93.64,266.17,24.38,269.99,270,329.26,0.4,89.38,335.52,358.93,92.57,42.7,355.3,86,22.74,1.77,89.04
344.31,10.17,270.34,32.69,19.28,107.01,342.01,90.04,269.95,334.99,89.99,90,27.59,270.12,270.49,3.85,270.15,272.2,320.38,89.71,270.13,358.91,69.26,356.84,296.47,93.42,267.74,293.79,93.69,267.5,336.74,83.38,280.12,342.36,93.64,266.17,24.38,269.99,270,329.19,0.4,89.38,335.77,358.94,92.57,43.04,355.22,85.91,23.1,1.76,89.03
344,10.17,270.32,32.12,19.01,106.74,341.86,90.05,269.94,334.99,89.99,90,27.82,270.12,270.49,2.99,270.11,272.2,321,89.71,270.13,358.91,69.26,356.84,296.42,93.43,267.74,293.81,93.69,267.5,337,83.5,280.07,342.36,93.64,266.17,24.38,269.99,270,329.12,0.4,89.38,336.02,358.95,92.56,43.37,355.15,85.83,23.42,1.75,89.03
343.66,10.18,270.29,31.52,18.74,106.47,341.71,90.05,269.94,334.99,89.99,90,28.03,270.12,270.49,2.45,270.09,272.19,321.72,89.71,270.12,358.9,69.25,356.84,296.36,93.43,267.74,293.84,93.68,267.5,337.26,83.63,280.02,342.36,93.64,266.17,24.38,269.99,270,329.07,0.41,89.38,336.31,358.97,92.56,43.72,355.07,85.74,23.74,1.74,89.03
343.37,10.19,270.26,30.93,18.47,106.2,341.57,90.06,269.93,334.99,89.99,90,28.24,270.12,270.49,1.92,270.07,272.19,322.4,89.72,270.12,358.9,69.25,356.84,296.31,93.44,267.73,293.88,93.68,267.51,337.52,83.76,279.97,342.36,93.64,266.17,24.38,269.99,270,329.01,0.41,89.38,336.62,358.98,92.55,44.07,354.99,85.65,24.02,1.74,89.03
343.04,10.2,270.24,30.3,18.19,105.91,341.43,90.07,269.92,334.99,89.99,90,28.43,270.12,270.49,1.38,270.05,272.19,323.06,89.72,270.11,358.9,69.25,356.84,296.26,93.44,267.73,293.94,93.67,267.52,337.79,83.89,279.93,342.36,93.64,266.17,24.38,269.99,270,328.96,0.41,89.37,337.11,359,92.54,44.39,354.91,85.56,24.28,1.73,89.03
342.73,10.2,270.21,29.29,17.75,105.48,341.3,90.07,269.92,334.99,89.99,90,28.63,270.12,270.49,0.85,270.03,272.19,323.73,89.72,270.11,358.9,69.25,356.84,296.17,93.45,267.72,294,93.66,267.52,338.05,84.01,279.88,342.36,93.64,266.17,24.38,269.99,270,328.89,0.41,89.37,337.42,359.02,92.53,44.73,354.83,85.47,24.6,1.72,89.03
342.44,10.21,270.18,28.63,17.48,105.2,341.18,90.08,269.91,334.99,89.99,90,28.81,270.12,270.49,0.32,270,272.19,324.44,89.72,270.1,358.9,69.25,356.84,296.12,93.45,267.72,294.13,93.65,267.54,338.3,84.13,279.84,342.36,93.64,266.17,24.38,269.99,270,328.85,0.41,89.37,337.74,359.03,92.53,45.05,354.75,85.38,24.76,1.72,89.03
