Rshoulder_x,Rshoulder_y,Rshoulder_z,Lshoulder_x,Lshoulder_y,Lshoulder_z,Relbow_x,Relbow_y,Relbow_z,Lelbow_x,Lelbow_y,Lelbow_z,Rhip_x,Rhip_y,Rhip_z,Lhip_x,Lhip_y,Lhip_z,Rknee_x,Rknee_y,Rknee_z,Lknee_x,Lknee_y,Lknee_z,Rtoes_x,Rtoes_y,Rtoes_z,Ltoes_x,Ltoes_y,Ltoes_z,Rankle_x,Rankle_y,Rankle_z,Lankle_x,Lankle_y,Lankle_z,LelbowWea_x,LelbowWea_y,LelbowWea_z,Rpelviswea_x,Rpelviswea_y,Rpelviswea_z,Lpelviswea_x,Lpelviswea_y,Lpelviswea_z,Rkneewea_x,Rkneewea_y,Rkneewea_z,Lkneewea_x,Lkneewea_y,Lkneewea_z
345.24,10.1,270.27,40.69,23.15,110.76,350.62,89.99,270,334.99,89.99,90,9.04,270.11,270.45,21.82,270.93,272.51,312.17,89.67,270.19,358.95,69.25,356.8,297.05,93.37,267.79,293.77,93.69,267.5,328.47,78.94,282.26,342.36,93.64,266.17,24.38,269.99,270,328.64,0.42,89.36,334.18,358.86,92.6,30.91,357.23,88.3,25.35,1.87,88.96
344.94,10.1,270.25,40.82,23.24,110.85,350.37,89.99,270,334.99,89.99,90,9.83,270.11,270.45,21.43,270.91,272.5,312.28,89.67,270.19,358.95,69.27,356.8,296.99,93.38,267.78,293.77,93.69,267.5,328.63,79.03,282.2,342.36,93.64,266.17,24.38,269.99,270,328.62,0.42,89.36,334.38,358.87,92.6,31.09,357.21,88.28,24.33,1.88,88.96
344.65,10.09,270.23,40.93,23.32,110.93,350.11,89.99,270,334.99,89.99,90,10.6,270.11,270.45,21.05,270.9,272.49,312.49,89.67,270.19,358.95,69.29,356.81,296.93,93.38,267.78,293.77,93.69,267.5,328.79,79.13,282.14,342.36,93.64,266.17,24.38,269.99,270,328.62,0.42,89.36,334.59,358.88,92.59,31.28,357.19,88.25,23.58,1.89,88.97
344.36,10.09,270.21,41.03,23.39,110.99,349.86,89.99,270,334.99,89.99,90,11.37,270.11,270.45,20.66,270.88,272.48,312.69,89.67,270.19,358.94,69.31,356.81,296.8,93.39,267.77,293.77,93.69,267.5,328.95,79.23,282.09,342.36,93.64,266.17,24.38,269.99,270,328.61,0.42,89.36,334.79,358.89,92.59,31.47,357.17,88.22,22.81,1.9,88.98
344.06,10.09,270.18,41.1,23.44,111.05,349.6,89.99,270,334.99,89.99,90,12.14,270.11,270.46,20.27,270.86,272.47,312.91,89.67,270.18,358.94,69.33,356.81,296.74,93.4,267.77,293.77,93.69,267.5,329.12,79.32,282.03,342.36,93.64,266.17,24.38,269.99,270,328.6,0.42,89.36,335.02,358.9,92.58,31.66,357.14,88.2,22.08,1.91,88.98
343.6,10.09,270.15,41.16,23.49,111.09,349.35,89.99,270,334.99,89.99,90,12.89,270.11,270.46,19.86,270.84,272.46,313.15,89.67,270.18,358.94,69.34,356.81,296.68,93.4,267.76,293.77,93.69,267.5,329.28,79.42,281.97,342.36,93.64,266.17,24.38,269.99,270,328.59,0.42,89.36,335.24,358.91,92.58,31.85,357.12,88.17,21.36,1.92,88.99
343.31,10.09,270.12,41.19,23.52,111.12,349.11,89.99,270,334.99,89.99,90,13.64,270.11,270.46,19.41,270.82,272.44,313.43,89.67,270.18,358.94,69.35,356.81,296.62,93.41,267.76,293.77,93.69,267.5,329.46,79.53,281.91,342.36,93.64,266.17,24.38,269.99,270,328.59,0.42,89.36,335.48,358.92,92.57,32.04,357.1,88.14,20.66,1.93,88.99
343.04,10.09,270.1,41.21,23.54,111.14,348.87,89.98,270.01,334.99,89.99,90,14.36,270.11,270.46,18.8,270.79,272.43,313.74,89.68,270.18,358.93,69.35,356.81,296.56,93.41,267.75,293.77,93.69,267.5,329.64,79.63,281.86,342.36,93.64,266.17,24.38,269.99,270,328.59,0.43,89.36,335.74,358.94,92.57,32.24,357.07,88.11,19.96,1.94,89
342.78,10.09,270.08,41.2,23.54,111.14,348.63,89.98,270.01,334.99,89.99,90,15.06,270.11,270.46,18.35,270.77,272.42,314.08,89.68,270.17,358.93,69.35,356.82,296.49,93.42,267.75,293.77,93.69,267.5,329.84,79.74,281.79,342.36,93.64,266.17,24.38,269.99,270,328.58,0.43,89.36,336.03,358.95,92.56,32.58,357.03,88.05,18.97,1.95,89.01
342.51,10.09,270.06,41.18,23.54,111.14,348.39,89.98,270.01,334.99,89.99,90,15.72,270.11,270.46,17.92,270.75,272.41,314.43,89.68,270.17,358.93,69.34,356.82,296.43,93.43,267.74,293.77,93.69,267.5,330.04,79.86,281.73,342.36,93.64,266.17,24.38,269.99,270,328.58,0.43,89.36,336.31,358.97,92.56,32.8,357.01,88.02,18.32,1.95,89.01
342.25,10.09,270.03,41.14,23.52,111.12,348.15,89.98,270.01,334.99,89.99,90,16.42,270.11,270.46,17.49,270.73,272.4,314.81,89.68,270.17,358.93,69.33,356.82,296.37,93.43,267.74,293.77,93.69,267.5,330.24,79.97,281.67,342.36,93.64,266.17,24.38,269.99,270,328.57,0.43,89.36,336.6,358.98,92.55,33.04,356.98,87.98,17.7,1.96,89.02
341.99,10.09,270.01,41.08,23.49,111.08,347.77,89.97,270.02,334.99,89.99,90,17.11,270.11,270.47,17.03,270.71,272.39,315.21,89.68,270.17,358.93,69.32,356.82,296.31,93.44,267.73,293.77,93.69,267.5,330.45,80.09,281.61,342.36,93.64,266.17,24.38,269.99,270,328.57,0.43,89.36,336.89,358.99,92.54,33.25,356.95,87.95,17.05,1.96,89.02
341.74,10.1,269.99,41.01,23.45,111.04,347.54,89.97,270.02,334.99,89.99,90,17.77,270.11,270.47,16.53,270.68,272.38,315.68,89.69,270.16,358.92,69.32,356.82,296.26,93.44,267.73,293.77,93.69,267.5,330.68,80.22,281.54,342.36,93.64,266.17,24.38,269.99,270,328.56,0.43,89.36,337.2,359.01,92.54,33.47,356.92,87.91,16.47,1.97,89.03
341.49,10.1,269.96,40.92,23.39,110.98,347.3,89.96,270.03,334.99,89.99,90,18.41,270.11,270.47,16.05,270.66,272.36,316.12,89.69,270.16,358.92,69.31,356.83,296.21,93.44,267.72,293.77,93.69,267.5,330.9,80.34,281.48,342.36,93.64,266.17,24.38,269.99,270,328.56,0.43,89.36,337.51,359.02,92.53,33.69,356.89,87.87,15.91,1.97,89.03
341.22,10.1,269.93,40.81,23.32,110.91,347.07,89.96,270.03,334.99,89.99,90,19.03,270.11,270.47,15.57,270.64,272.35,316.59,89.69,270.16,358.92,69.31,356.83,296.16,93.45,267.72,293.77,93.69,267.5,331.13,80.47,281.41,342.36,93.64,266.17,24.38,269.99,270,328.58,0.43,89.36,337.87,359.04,92.53,33.91,356.86,87.84,15.37,1.98,89.04
340.96,10.11,269.91,40.62,23.21,110.8,346.84,89.95,270.03,334.99,89.99,90,19.63,270.12,270.47,15.08,270.62,272.34,317.09,89.69,270.15,358.92,69.3,356.83,296.11,93.45,267.72,293.77,93.69,267.5,331.36,80.6,281.35,342.36,93.64,266.17,24.38,269.99,270,328.6,0.43,89.36,338.2,359.06,92.52,34.14,356.83,87.8,14.82,1.98,89.04
340.73,10.11,269.88,40.47,23.12,110.7,346.61,89.95,270.04,334.99,89.99,90,20.2,270.12,270.47,14.6,270.6,272.33,317.62,89.7,270.15,358.92,69.29,356.83,296.06,93.46,267.71,293.77,93.69,267.5,331.6,80.73,281.28,342.36,93.64,266.17,24.38,269.99,270,328.64,0.42,89.36,338.56,359.07,92.51,34.36,356.8,87.76,14.33,1.98,89.05
340.5,10.12,269.86,40.3,23.02,110.6,346.39,89.95,270.04,334.99,89.99,90,20.76,270.12,270.47,14.13,270.58,272.33,318.13,89.7,270.14,358.91,69.29,356.83,296.01,93.46,267.71,293.77,93.69,267.5,331.83,80.85,281.22,342.36,93.64,266.17,24.38,269.99,270,328.68,0.42,89.36,338.93,359.09,92.51,34.6,356.76,87.72,13.84,1.99,89.05
340.28,10.13,269.83,40.12,22.9,110.48,346.18,89.94,270.05,334.99,89.99,90,21.31,270.12,270.48,13.63,270.55,272.32,318.7,89.7,270.14,358.91,69.28,356.83,295.96,93.47,267.7,293.77,93.69,267.5,332.07,80.98,281.16,342.36,93.64,266.17,24.38,269.99,270,328.73,0.42,89.36,339.31,359.11,92.5,34.84,356.73,87.68,13.08,1.99,89.06
340.05,10.13,269.81,39.91,22.78,110.35,345.96,89.94,270.05,334.99,89.99,90,21.8,270.12,270.48,13.12,270.53,272.31,319.26,89.7,270.14,358.91,69.28,356.83,295.91,93.47,267.7,293.77,93.69,267.5,332.32,81.12,281.09,342.36,93.64,266.17,24.38,269.99,270,328.78,0.42,89.36,339.69,359.13,92.49,35.09,356.7,87.63,12.65,1.99,89.06
339.74,10.14,269.77,39.68,22.64,110.21,345.74,89.93,270.05,334.99,89.99,90,22.59,270.12,270.48,12.63,270.51,272.3,319.84,89.71,270.13,358.91,69.28,356.84,295.87,93.48,267.7,293.77,93.69,267.5,332.73,81.34,280.99,342.36,93.64,266.17,24.38,269.99,270,328.85,0.42,89.36,340.09,359.14,92.49,35.33,356.66,87.59,12.26,1.99,89.07
339.53,10.15,269.74,39.44,22.49,110.06,345.53,89.93,270.06,334.99,89.99,90,23.06,270.12,270.48,12.14,270.49,272.29,320.43,89.71,270.13,358.91,69.27,356.84,295.82,93.48,267.69,293.77,93.69,267.5,332.97,81.47,280.93,342.36,93.64,266.17,24.38,269.99,270,328.92,0.42,89.36,340.47,359.16,92.48,35.59,356.62,87.54,11.92,1.99,89.07
339.32,10.16,269.72,39.18,22.34,109.9,345.32,89.93,270.06,334.99,89.99,90,23.49,270.12,270.48,11.63,270.47,272.28,321.05,89.71,270.13,358.91,69.27,356.84,295.77,93.48,267.69,293.77,93.69,267.5,333.24,81.61,280.86,342.36,93.64,266.17,24.38,269.99,270,329.01,0.42,89.36,340.87,359.18,92.48,35.83,356.58,87.5,11.59,1.99,89.07
339.13,10.17,269.69,38.9,22.18,109.74,345.03,89.92,270.07,334.99,89.99,90,23.88,270.12,270.48,11.12,270.45,272.27,321.66,89.71,270.12,358.91,69.27,356.84,295.72,93.49,267.68,293.77,93.69,267.5,333.51,81.75,280.8,342.36,93.64,266.17,24.38,269.99,270,329.1,0.41,89.37,341.29,359.2,92.47,36.08,356.55,87.45,11.29,1.99,89.08
338.88,10.18,269.66,38.59,22,109.55,344.83,89.92,270.07,334.99,89.99,90,24.26,270.12,270.48,10.6,270.42,272.27,322.32,89.72,270.12,358.91,69.27,356.84,295.68,93.49,267.68,293.77,93.69,267.5,333.78,81.89,280.74,342.36,93.64,266.17,24.38,269.99,270,329.2,0.41,89.37,341.72,359.22,92.46,36.34,356.51,87.4,11.01,1.99,89.08
338.69,10.19,269.63,38.17,21.76,109.31,344.63,89.91,270.08,334.99,89.99,90,24.62,270.12,270.48,10.09,270.4,272.26,322.95,89.72,270.11,358.91,69.26,356.84,295.64,93.5,267.68,293.77,93.69,267.5,334.04,82.02,280.67,342.36,93.64,266.17,24.38,269.99,270,329.31,0.41,89.37,342.17,359.24,92.46,36.61,356.46,87.35,10.79,1.99,89.08
338.53,10.21,269.61,37.81,21.56,109.1,344.44,89.91,270.08,334.99,89.99,90,24.96,270.12,270.48,9.23,270.37,272.25,323.6,89.72,270.11,358.91,69.26,356.84,295.6,93.5,267.67,293.77,93.69,267.5,334.32,82.17,280.61,342.36,93.64,266.17,24.38,269.99,270,329.49,0.4,89.37,342.61,359.26,92.45,36.89,356.42,87.3,10.59,1.99,89.09
338.36,10.22,269.58,37.41,21.33,108.87,344.24,89.9,270.08,334.99,89.99,90,25.25,270.12,270.48,8.72,270.35,272.24,324.66,89.72,270.1,358.91,69.26,356.84,295.55,93.5,267.67,293.77,93.69,267.5,334.58,82.3,280.55,342.36,93.64,266.17,24.38,269.99,270,329.64,0.4,89.38,343.04,359.28,92.45,37.16,356.38,87.24,10.45,1.99,89.09
338.2,10.23,269.56,37.01,21.12,108.65,344.05,89.9,270.09,334.99,89.99,90,25.55,270.12,270.49,8.2,270.32,272.23,325.35,89.73,270.1,358.91,69.26,356.84,295.51,93.51,267.67,293.77,93.69,267.5,334.84,82.43,280.5,342.36,93.64,266.17,24.38,269.99,270,329.78,0.4,89.38,343.51,359.3,92.44,37.45,356.33,87.19,10.33,1.99,89.09
338.04,10.24,269.53,36.35,20.77,108.3,343.87,89.9,270.09,334.99,89.99,90,25.84,270.12,270.49,7.66,270.3,272.23,326.02,89.73,270.1,358.91,69.26,356.84,295.47,93.51,267.66,293.77,93.69,267.5,335.19,82.61,280.42,342.36,93.64,266.17,24.38,269.99,270,329.94,0.39,89.38,343.97,359.32,92.43,37.72,356.28,87.13,10.26,1.98,89.09
337.89,10.26,269.51,35.92,20.54,108.07,343.69,89.89,270.09,334.99,89.99,90,26.12,270.12,270.49,7.11,270.28,272.22,326.69,89.73,270.09,358.91,69.26,356.84,295.43,93.52,267.66,293.77,93.69,267.5,335.46,82.75,280.37,342.36,93.64,266.17,24.38,269.99,270,330.1,0.39,89.38,344.44,359.34,92.43,38.01,356.23,87.07,10.22,1.98,89.09
337.75,10.27,269.48,35.48,20.32,107.84,343.5,89.89,270.1,334.99,89.99,90,26.39,270.12,270.49,6.57,270.26,272.22,327.38,89.73,270.09,358.91,69.26,356.84,295.39,93.52,267.66,293.77,93.69,267.5,335.72,82.87,280.32,342.36,93.64,266.17,24.38,269.99,270,330.28,0.38,89.39,344.9,359.36,92.42,38.31,356.18,87.01,10.22,1.98,89.1
337.62,10.29,269.46,35.03,20.09,107.61,343.32,89.89,270.1,334.99,89.99,90,26.66,270.12,270.49,6.05,270.24,272.21,328.06,89.74,270.08,358.91,69.26,356.84,295.36,93.52,267.65,293.77,93.69,267.5,335.98,83,280.26,342.36,93.64,266.17,24.38,269.99,270,330.46,0.38,89.39,345.63,359.39,92.42,38.63,356.12,86.94,10.26,1.98,89.1
337.49,10.3,269.43,34.56,19.86,107.37,343.14,89.88,270.1,334.99,89.99,90,26.92,270.12,270.49,5.54,270.21,272.21,328.75,89.74,270.08,358.91,69.26,356.84,295.32,93.53,267.65,293.78,93.69,267.5,336.24,83.13,280.21,342.36,93.64,266.17,24.38,269.99,270,330.66,0.37,89.39,346.12,359.41,92.41,38.93,356.07,86.88,10.34,1.97,89.1
337.37,10.32,269.41,34.09,19.63,107.14,342.97,89.88,270.1,334.99,89.99,90,27.24,270.12,270.49,5.02,270.19,272.21,329.43,89.74,270.08,358.91,69.26,356.84,295.28,93.53,267.65,293.78,93.69,267.5,336.49,83.26,280.16,342.36,93.64,266.17,24.38,269.99,270,330.87,0.37,89.4,346.62,359.44,92.4,39.24,356.01,86.81,10.46,1.97,89.1
337.25,10.34,269.38,33.59,19.39,106.9,342.8,89.88,270.11,334.99,89.99,90,27.47,270.12,270.49,4.49,270.17,272.2,330.15,89.74,270.07,358.9,69.26,356.84,295.24,93.53,267.64,293.8,93.69,267.5,336.76,83.39,280.11,342.36,93.64,266.17,24.38,269.99,270,331.08,0.36,89.4,347.42,359.47,92.4,39.67,355.93,86.72,10.63,1.97,89.1
337.14,10.36,269.36,33.12,19.17,106.68,342.63,89.88,270.11,334.99,89.99,90,27.7,270.12,270.49,3.96,270.15,272.2,330.82,89.74,270.07,358.9,69.26,356.84,295.2,93.54,267.64,293.83,93.68,267.5,337.01,83.51,280.07,342.36,93.64,266.17,24.38,269.99,270,331.29,0.36,89.4,347.93,359.49,92.39,40.01,355.86,86.64,10.84,1.96,89.1
337.04,10.38,269.33,32.6,18.93,106.44,342.39,89.87,270.11,334.99,89.99,90,28.01,270.12,270.49,3.48,270.13,272.2,331.5,89.74,270.07,358.9,69.26,356.84,295.14,93.54,267.63,293.86,93.68,267.51,337.28,83.64,280.02,342.36,93.64,266.17,24.38,269.99,270,331.53,0.35,89.41,348.44,359.51,92.39,40.32,355.8,86.57,11.1,1.96,89.1
336.89,10.41,269.3,32.08,18.69,106.2,342.24,89.87,270.11,334.99,89.99,90,28.22,270.12,270.49,2.78,270.1,272.2,332.19,89.75,270.06,358.9,69.25,356.84,295.11,93.55,267.63,293.92,93.67,267.51,337.64,83.81,279.95,342.36,93.64,266.17,24.38,269.99,270,331.78,0.35,89.41,348.96,359.54,92.38,40.63,355.74,86.5,11.41,1.96,89.09
336.81,10.44,269.27,31.54,18.45,105.96,342.09,89.87,270.11,334.99,89.99,90,28.41,270.12,270.49,2.21,270.08,272.19,333.2,89.75,270.06,358.9,69.26,356.84,295.08,93.55,267.63,293.98,93.67,267.52,337.89,83.93,279.91,342.36,93.64,266.17,24.38,269.99,270,332.02,0.34,89.42,349.65,359.57,92.38,40.96,355.68,86.42,11.76,1.95,89.09
336.74,10.46,269.25,30.98,18.21,105.71,341.95,89.87,270.11,334.99,89.99,90,28.61,270.12,270.49,1.63,270.06,272.19,333.87,89.75,270.06,358.9,69.26,356.84,295.04,93.55,267.63,294.04,93.66,267.53,338.13,84.05,279.87,342.36,93.64,266.17,24.38,269.99,270,332.28,0.33,89.42,350.15,359.59,92.37,41.3,355.61,86.35,12.14,1.95,89.09
336.68,10.48,269.23,30.39,17.96,105.46,341.81,89.87,270.11,334.99,89.99,90,28.79,270.12,270.49,1.11,270.04,272.19,334.51,89.75,270.05,358.9,69.26,356.84,295.01,93.56,267.62,294.12,93.65,267.53,338.37,84.16,279.83,342.36,93.64,266.17,24.38,269.99,270,332.57,0.33,89.42,350.69,359.61,92.37,41.62,355.54,86.27,12.54,1.94,89.09
336.62,10.5,269.21,29.79,17.71,105.21,341.67,89.87,270.11,334.99,89.99,90,28.95,270.12,270.49,0.59,270.02,272.19,335.2,89.75,270.05,358.9,69.26,356.84,294.98,93.56,267.62,294.21,93.64,267.54,338.61,84.28,279.79,342.36,93.64,266.17,24.38,269.99,270,332.86,0.32,89.43,351.2,359.63,92.37,42.32,355.39,86.1,13,1.93,89.09
336.57,10.51,269.2,29.22,17.47,104.97,341.54,89.87,270.11,334.99,89.99,90,29.12,270.12,270.49,0.07,269.99,272.19,335.84,89.75,270.05,358.9,69.26,356.84,294.94,93.56,267.62,294.3,93.63,267.55,338.86,84.4,279.75,342.36,93.64,266.17,24.38,269.99,270,333.15,0.31,89.43,351.73,359.65,92.36,42.66,355.32,86.01,13.49,1.93,89.09
336.52,10.53,269.18,28.62,17.23,104.73,341.42,89.87,270.11,334.99,89.99,90,29.27,270.12,270.49,359.55,269.97,272.19,336.47,89.75,270.04,358.9,69.26,356.84,294.91,93.57,267.61,294.41,93.62,267.56,339.1,84.51,279.71,342.36,93.64,266.17,24.38,269.99,270,333.46,0.31,89.44,352.24,359.67,92.36,42.99,355.24,85.93,14,1.92,89.08
336.48,10.55,269.17,27.97,16.97,104.48,341.23,89.88,270.11,334.99,89.99,90,29.43,270.12,270.5,359.04,269.95,272.2,337.09,89.76,270.04,358.9,69.26,356.84,294.88,93.57,267.61,294.53,93.6,267.58,339.33,84.62,279.68,342.36,93.64,266.17,24.38,269.99,270,333.91,0.3,89.44,352.78,359.7,92.36,43.31,355.17,85.85,14.51,1.91,89.08
336.46,10.56,269.16,27.36,16.73,104.25,341.11,89.88,270.11,334.99,89.99,90,29.58,270.13,270.5,358.51,269.93,272.2,337.71,89.76,270.04,358.9,69.26,356.84,294.85,93.57,267.61,294.66,93.59,267.59,339.55,84.72,279.65,342.36,93.64,266.17,24.38,269.99,270,334.24,0.29,89.45,353.29,359.72,92.36,43.63,355.09,85.76,15.07,1.9,89.08
336.44,10.57,269.15,26.74,16.5,104.01,341,89.88,270.1,334.99,89.99,90,29.73,270.13,270.5,358.01,269.91,272.2,338.35,89.76,270.03,358.9,69.25,356.84,294.82,93.58,267.61,294.8,93.57,267.6,339.76,84.82,279.62,342.36,93.64,266.17,24.38,269.99,270,334.6,0.28,89.45,353.81,359.74,92.35,43.95,355.02,85.68,15.62,1.89,89.07
336.43,10.58,269.14,26.12,16.27,103.79,340.9,89.89,270.1,334.99,89.99,90,29.86,270.13,270.5,357.51,269.89,272.2,339.17,89.76,270.03,358.9,69.25,356.84,294.79,93.58,267.6,294.96,93.55,267.62,339.97,84.91,279.59,342.36,93.64,266.17,24.38,269.99,270,335.18,0.27,89.46,354.31,359.76,92.35,44.26,354.95,85.6,16.39,1.88,89.07
336.43,10.59,269.13,25.49,16.03,103.56,340.8,89.89,270.1,334.99,89.99,90,29.98,270.13,270.5,356.99,269.87,272.2,339.76,89.76,270.03,358.9,69.25,356.84,294.75,93.58,267.6,295.13,93.54,267.64,340.18,85.01,279.56,342.36,93.64,266.17,24.38,269.99,270,335.56,0.26,89.47,354.85,359.78,92.35,44.58,354.87,85.51,16.99,1.87,89.07
336.43,10.59,269.13,24.83,15.79,103.33,340.71,89.89,270.09,334.99,89.99,90,30.09,270.13,270.5,356.47,269.85,272.21,340.28,89.76,270.03,358.9,69.25,356.84,294.72,93.59,267.6,295.39,93.51,267.66,340.38,85.1,279.53,342.36,93.64,266.17,24.38,269.99,270,335.94,0.25,89.47,355.38,359.8,92.35,44.91,354.79,85.42,17.58,1.86,89.06
336.44,10.6,269.13,24.19,15.57,103.11,340.62,89.9,270.09,334.99,89.99,90,30.19,270.13,270.5,355.98,269.83,272.21,340.78,89.76,270.02,358.9,69.25,356.84,294.7,93.59,267.59,295.6,93.49,267.68,340.56,85.19,279.5,342.36,93.64,266.17,24.38,269.99,270,336.35,0.24,89.48,355.9,359.83,92.35,45.22,354.71,85.34,18.13,1.85,89.06
336.46,10.6,269.13,23.54,15.34,102.89,340.54,89.91,270.08,334.99,89.99,90,30.29,270.13,270.5,355.49,269.81,272.21,341.29,89.76,270.02,358.9,69.25,356.84,294.67,93.59,267.59,295.81,93.46,267.7,340.74,85.27,279.48,342.36,93.64,266.17,24.38,269.99,270,336.73,0.24,89.48,356.43,359.85,92.34,45.52,354.63,85.25,18.71,1.84,89.06
336.49,10.6,269.13,22.86,15.11,102.66,340.46,89.91,270.08,334.99,89.99,90,30.38,270.13,270.5,354.75,269.78,272.22,341.77,89.76,270.02,358.9,69.25,356.84,294.65,93.59,267.59,296.04,93.44,267.72,340.91,85.35,279.46,342.36,93.64,266.17,24.38,269.99,270,337.11,0.23,89.49,356.96,359.87,92.34,45.83,354.55,85.16,19.68,1.82,89.05
336.53,10.61,269.13,22.2,14.89,102.45,340.39,89.92,270.07,334.99,89.99,90,30.52,270.13,270.5,354.25,269.76,272.23,342.22,89.76,270.02,358.9,69.25,356.84,294.61,93.6,267.59,296.29,93.42,267.74,341.17,85.46,279.43,342.36,93.64,266.17,24.38,269.99,270,337.52,0.22,89.49,357.47,359.89,92.34,46.13,354.47,85.07,20.51,1.81,89.05
336.57,10.61,269.13,21.5,14.66,102.23,340.33,89.93,270.06,334.99,89.99,90,30.6,270.13,270.5,353.77,269.74,272.23,342.66,89.76,270.02,358.9,69.25,356.84,294.59,93.6,267.58,296.53,93.39,267.76,341.32,85.54,279.41,342.36,93.64,266.17,24.38,269.99,270,337.91,0.21,89.5,357.97,359.91,92.34,46.43,354.39,84.99,21.07,1.8,89.05
336.63,10.61,269.13,20.84,14.44,102.03,340.27,89.94,270.05,334.99,89.99,90,30.68,270.13,270.5,353.27,269.72,272.24,343.08,89.76,270.01,358.9,69.25,356.84,294.56,93.6,267.58,296.79,93.37,267.78,341.46,85.6,279.39,342.36,93.64,266.17,24.38,269.99,270,338.32,0.2,89.5,358.48,359.93,92.34,46.72,354.32,84.9,21.58,1.79,89.04
336.69,10.61,269.14,20.15,14.22,101.82,340.21,89.95,270.04,334.99,89.99,90,30.75,270.13,270.5,352.8,269.7,272.24,343.47,89.77,270.01,358.9,69.24,356.84,294.54,93.6,267.58,297.07,93.35,267.8,341.59,85.66,279.38,342.36,93.64,266.17,24.38,269.99,270,338.71,0.2,89.5,359,359.95,92.34,47.01,354.24,84.81,22.03,1.78,89.04
336.77,10.6,269.14,19.47,14.01,101.62,340.17,89.96,270.03,334.99,89.99,90,30.82,270.13,270.5,352.35,269.68,272.25,343.82,89.77,270.01,358.9,69.24,356.85,294.51,93.61,267.58,297.39,93.32,267.83,341.72,85.71,279.36,342.36,93.64,266.17,24.38,269.99,270,339.1,0.19,89.51,359.5,359.97,92.34,47.3,354.16,84.72,22.5,1.77,89.04
336.84,10.6,269.15,18.79,13.8,101.43,340.12,89.97,270.02,334.99,89.99,90,30.88,270.13,270.5,351.88,269.66,272.25,344.14,89.77,270.01,358.9,69.24,356.85,294.49,93.61,267.58,297.7,93.29,267.85,341.83,85.77,279.35,342.36,93.64,266.17,24.38,269.99,270,339.49,0.18,89.51,0.01,-0.01,92.34,47.57,354.08,84.64,22.96,1.76,89.03
336.93,10.6,269.16,18.1,13.59,101.24,340.09,89.98,270.01,334.99,89.99,90,30.93,270.13,270.5,351.14,269.63,272.26,344.45,89.77,270.01,358.9,69.24,356.85,294.47,93.61,267.57,298.02,93.26,267.88,341.94,85.81,279.34,342.36,93.64,266.17,24.38,269.99,270,339.9,0.17,89.52,0.5,0.01,92.34,47.84,354,84.56,23.35,1.75,89.03
337.03,10.59,269.17,17.07,13.28,100.96,340.06,89.99,270,334.99,89.99,90,30.98,270.13,270.5,350.71,269.62,272.27,344.89,89.77,270.01,358.9,69.23,356.85,294.45,93.61,267.57,298.36,93.23,267.9,342.03,85.85,279.33,342.36,93.64,266.17,24.38,269.99,270,340.31,0.16,89.52,1.01,0.04,92.34,48.1,353.93,84.47,23.66,1.75,89.03
337.14,10.58,269.18,16.36,13.08,100.77,340.04,90,269.99,334.99,89.99,90,31.03,270.13,270.5,350.27,269.6,272.28,345.13,89.77,270.01,358.9,69.23,356.85,294.43,93.62,267.57,298.75,93.2,267.93,342.12,85.89,279.33,342.36,93.64,266.17,24.38,269.99,270,340.73,0.16,89.52,1.5,0.06,92.34,48.37,353.85,84.39,23.93,1.74,89.03
337.26,10.58,269.19,15.64,12.87,100.58,340.02,90.02,269.97,334.99,89.99,90,31.08,270.13,270.5,349.83,269.58,272.28,345.33,89.77,270,358.9,69.22,356.85,294.41,93.62,267.57,299.11,93.17,267.95,342.2,85.93,279.32,342.36,93.64,266.17,24.38,269.99,270,341.15,0.15,89.53,2.03,0.08,92.34,48.63,353.77,84.3,24.15,1.74,89.03
337.39,10.57,269.2,14.48,12.54,100.3,340.01,90.03,269.96,334.99,89.99,90,31.12,270.13,270.5,349.4,269.56,272.29,345.5,89.77,270,358.89,69.22,356.85,294.38,93.62,267.57,299.5,93.14,267.98,342.27,85.96,279.31,342.36,93.64,266.17,24.38,269.99,270,341.57,0.14,89.53,2.53,0.1,92.34,48.89,353.69,84.22,24.36,1.73,89.03
337.53,10.56,269.22,13.09,12.16,99.96,340.01,90.05,269.94,334.99,89.99,90,31.15,270.13,270.5,349,269.54,272.3,345.64,89.77,270,358.89,69.22,356.85,294.36,93.62,267.56,300.16,93.1,268.02,342.34,85.99,279.31,342.36,93.64,266.17,24.38,269.99,270,342,0.13,89.54,3.03,0.12,92.34,49.15,353.61,84.13,24.55,1.73,89.03
337.68,10.55,269.23,11.83,11.83,99.68,340.01,90.06,269.93,334.99,89.99,90,31.19,270.13,270.5,348.59,269.53,272.3,345.74,89.77,270,358.89,69.21,356.85,294.34,93.63,267.56,300.56,93.07,268.04,342.4,86.02,279.3,342.36,93.64,266.17,24.38,269.99,270,342.43,0.12,89.54,3.53,0.14,92.34,49.39,353.54,84.05,24.7,1.72,89.03
337.84,10.54,269.25,11.01,11.61,99.5,340.02,90.08,269.91,334.99,89.99,90,31.22,270.13,270.5,348.22,269.51,272.31,345.82,89.77,270,358.89,69.2,356.86,294.33,93.63,267.56,300.96,93.04,268.07,342.46,86.04,279.3,342.36,93.64,266.17,24.38,269.99,270,342.84,0.12,89.54,4,0.16,92.35,49.61,353.47,83.97,24.82,1.72,89.03
